,Loan_Date,Date_of_Birth,Region,Ask_Date,Monthly_Income,Mortgage_Leverage,Maturity,Interest_Rate,Monthly_Payment,Principal,Initial_Financing,House_Price,Left_to_Live,Sex,Has_a_car,Bank,Age,Education,CSP,Education_num,Marital_Status,Cell_Number,Credit_Score,Credit_Class
31,2010-04-21,1979-02-05,Provence-Alpes-Cote Azure,2010-01-13,2805.5723491527697,0.28735466062570125,16,0.003676467476789322,806.1942902516455,150302.29803698012,0.007203924068148959,151392.9211453666,2581.6476723064625,Male,nan,Societe Generale,31,Superieur à Bac+2,Employés de commerce,5,Not Married,0668074776,73.34031575843362,1
32,2013-08-04,1981-09-06,Grand Est,2013-06-10,2087.5271152711525,0.1714012944029759,30,0.001896222986815747,357.8048496587858,125204.84901758627,0.08880510556716914,137407.32063201413,1237.9219606657643,Male,nan,Societe Generale,31,Superieur à Bac+2,Commerçants et assimilés,5,Not Married,0635387178,36.19677825129277,0
33,2010-10-27,1979-07-12,Occitanie,2010-10-18,1982.5728157281571,0.3676051146437538,10,0.0019612625785612706,0.0,86597.4154291404,0.13922760936110634,100604.31348740745,1066.101635052498,Male,nan,Caisse d'Epargne,31,"CAP, BEP ou équivalent",Ouvriers qualifiés de type artisanal,4,Married,0623355647,9.5303786364005,0
34,2016-10-24,1981-01-28,Grand Est,2016-05-14,1000.0,0.11798532743852802,25,0.002256126711616714,117.98532743852802,34412.747551022265,0.11406257509929185,38843.31622504726,1009.6382747017005,Female,No,Crédit Agricole,35,Bac+2,Anciens employés,1,Married,0602853157,20.3406702616994,0
35,2013-04-28,1985-04-16,Corse,2012-09-03,2166.5376553765536,0.2778240309181189,20,0.0017489726528978743,601.9162245526045,141952.36880410337,0.18961647704881623,175166.89910865124,1571.3462589336527,Male,Yes,HSBC,28,"Baccalauréat, brevet professionnel ou équivalent",Anciens agriculteurs exploitants,2,Not Married,0622078255,55.720802332677465,1
36,2016-04-18,1983-07-25,Occitanie,2016-02-24,1897.5952109521095,0.39623297478473185,20,0.0018284795342272616,751.8897953728151,177180.59759783404,0.0,162606.9816305396,742.7810122134861,Female,nan,Société Générale,32,Bac+2,Anciens employés,1,Married,0665113608,1.9619307358789868,0
37,2011-01-14,1974-08-27,Hauts-de-France,2010-07-01,2083.0930909309095,0.320236626479804,17,0.0013403907853043629,667.082704083102,134538.69420330928,0.20871301022910294,170025.1564129249,1386.0903045382704,Male,nan,Société Générale,36,Superieur à Bac+2,Artisans,5,Not Married,0616218735,42.89511610181978,1
38,2010-02-08,1984-08-29,Ile-de-France,2009-12-13,1635.1286790614106,0.36584417682822845,30,0.0018717092207426833,598.2023055994503,209402.381371629,0.20531555789059486,263503.8139362496,547.7065086915479,Male,nan,Société Générale,25,Bac+2,Ouvriers qualifiés de type artisanal,1,Not Married,0664288843,21.628614454147517,0
39,2016-01-06,1979-01-15,Normandie,2015-11-21,1970.1198111981118,0.16066572465116208,25,0.002247169249072872,316.53072711575527,92332.70222412863,0.13426163279926095,106651.96983550045,1078.2131207054588,Female,No,Caisse d'Epargne,36,"Baccalauréat, brevet professionnel ou équivalent",Chômeurs n'ayant jamais travaillé,2,Not Married,0636663011,26.147249333951024,0
40,2016-05-01,1988-10-15,Auvergne-Rhone-Alpes,2015-12-19,2369.4537807598376,0.20320451107665605,30,0.002472626411365163,481.48369703803695,167044.75064806562,0.13852990702768664,193906.6161562433,1962.3505363285776,Male,nan,Credit Agricole,27,Superieur à Bac+2,Employés administratifs d'entreprise,5,Married,0608736011,23.631254998188126,0
41,2012-03-25,1971-06-04,Corse,2011-08-02,1258.1522965229651,0.322917065751805,25,0.0029749442864726917,406.2788478620908,117447.47443411517,0.04717260844015936,123262.06768871956,236.55136625530434,Male,nan,BNP Paribas,40,Superieur à Bac+2,Techniciens,5,Not Married,0677024368,-9.851248616042696,0
42,2016-07-09,1965-10-12,Pays de la Loire,2015-11-22,1735.5174701747019,0.1827586775904088,15,0.0013055951470956038,317.18087778418027,56534.09603485409,0.060836872712877965,60196.247480625825,913.2517497294446,Male,nan,Credit Agricole,50,"CAP, BEP ou équivalent",Anciennes professions intermédiaires,4,Married,0662284365,-15.917103766214574,0
43,2012-10-27,1987-02-06,Auvergne-Rhone-Alpes,2012-07-27,2244.963312033463,0.37026582336442815,30,0.003013468765250594,831.2331891530038,286081.7600847953,0.0939613436162795,315750.0599661341,904.219790187599,Female,nan,Société Générale,25,Bac+2,Professions intermédiaires administratives et commerciales des entreprises,1,Married,0608136745,9.20837740622985,0
44,2016-07-16,1976-08-10,Ile-de-France,2016-03-30,7289.467302653068,0.37440727589448086,19,0.0019518580943043505,2729.2295955082245,610818.4797917167,0.10578832592722309,683080.4131751966,5222.661104719594,Female,nan,Société Générale,39,Aucun diplôme (ou CEP),Employés de commerce,0,Married,0615043861,17.67179809043273,0
45,2013-03-11,1969-12-15,Provence-Alpes-Cote Azure,2012-11-24,1000.0,0.31144458466263325,10,0.0026743786883414175,311.44458466263325,36873.96906044554,0.0732722657189685,39789.43080736964,495.3306845706204,Male,nan,Societe Generale,43,Brevet des collèges,Anciens ouvriers,3,Not Married,0685201342,17.195602700399576,0
46,2018-06-09,1987-07-20,Auvergne-Rhone-Alpes,2018-06-04,2861.7697418709795,0.39004078599116787,18,0.0020220073996012776,1116.2069194450985,236746.29279387064,0.1844686698541338,290296.99294510996,1317.5049574412267,Male,nan,Caisse d'Epargne,30,"Baccalauréat, brevet professionnel ou équivalent","Anciens artisans, commerçants, chefs d'entreprises",2,Married,0646011367,8.49552025734208,0
47,2010-09-03,1988-04-19,Auvergne-Rhone-Alpes,2010-07-14,1906.4963943607027,0.14467657767398573,10,0.0020794583892632373,275.8253736838999,32754.46898385578,0.030800775996309038,33795.39332331434,722.2936725317443,Male,nan,Société Générale,22,"CAP, BEP ou équivalent",Personnes diverses sans activité professionnelle de moins de 60 ans,4,Married,0635282735,3.7983004006782153,0
48,2012-06-11,1972-08-03,Auvergne-Rhone-Alpes,2012-03-22,3031.4587128544385,0.1327115966020999,20,0.002785879508152834,402.3097258162593,93903.11773676444,0.18663593710423132,115450.29098340921,3329.3904645361854,Female,Yes,Société Générale,39,Superieur à Bac+2,Professions intermédiaires de la santé et du travail social,5,Married,0667004001,23.894438063607815,0
49,2015-06-18,1974-10-31,Grand Est,2014-11-03,1243.4586945869457,0.37906687561343777,15,0.001969958751071316,471.35400231143745,83595.6765231039,0.005618145658623064,84067.98269511164,333.6276939568217,Female,nan,Crédit Agricole,40,"CAP, BEP ou équivalent",Professions intermédiaires administratives et commerciales des entreprises,4,Married,0660201447,-13.572316447075721,0
50,2010-03-26,1983-08-28,Ile-de-France,2009-12-25,5859.0796217955785,0.27523521566009634,21,0.002635818887943096,1612.6250432745817,395296.9107136878,0.21441588896452124,503188.5257870691,4570.490492427834,Female,nan,Caisse d'Epargne,26,Superieur à Bac+2,Professions intermédiaires de la santé et du travail social,5,Married,0658762608,28.98982007391004,0
51,2017-06-19,1982-11-24,Bretagne,2017-05-02,1500.018890188902,0.28365345374550227,10,0.002368503917596474,425.4855388855774,50453.43158336895,0.1551835451474307,59721.17528436834,726.2622568426277,Female,No,BNP Paribas,34,"Baccalauréat, brevet professionnel ou équivalent",Employés civils et agents de service de la fonction publique,2,Not Married,0671758525,24.905297641005035,0
52,2013-08-05,1982-10-01,Provence-Alpes-Cote Azure,2013-06-24,2809.572668799645,0.1702997531586396,22,0.0018960250876670103,478.4695319778398,123708.15706663184,0.0,115892.60388271442,1088.212575049149,Male,nan,Societe Generale,30,Bac+2,Anciennes professions intermédiaires,1,Not Married,0664220015,17.547687979120887,0
53,2014-08-23,1970-02-17,Auvergne-Rhone-Alpes,2014-05-04,3065.5279263956386,0.12281030941733864,25,0.0021197306079497975,376.4784331681409,109993.61725191964,0.08993396156209499,120863.33585276916,2530.4001812602087,Female,nan,BNP Paribas,44,Aucun diplôme (ou CEP),Anciens ouvriers,0,Not Married,0673011285,46.27204382223911,1
54,2011-06-09,1977-10-01,Hauts-de-France,2010-12-31,1499.1226512265123,0.2472964348424633,19,0.0016873979927132892,370.72768703989806,83179.54878156267,0.09472717908720274,91883.40449422943,970.8973830191289,Male,nan,Société Générale,33,"CAP, BEP ou équivalent",Personnels des services directs aux particuliers,4,Not Married,0660211164,41.160903534839264,1
55,2015-03-01,1980-02-15,Normandie,2014-10-20,1023.5971259712596,0.16987532517423726,25,0.0028428993747323886,0.0,50348.80756863282,0.05663768119179502,53371.65431012858,747.1118505538341,Female,nan,HSBC,35,"Baccalauréat, brevet professionnel ou équivalent","Anciens cadres, professions intellectuelles supérieures",2,Not Married,0678616228,44.435443493239674,1
56,2012-06-06,1973-01-15,Provence-Alpes-Cote Azure,2012-03-12,5571.038226397736,0.3986145789074852,25,0.002308263855941847,2220.6970566930368,647290.7911505457,0.2987002105960973,922987.2886468937,2979.2673072567186,Female,No,BNP Paribas,39,Bac+2,Personnels des services directs aux particuliers,1,Not Married,0623665560,33.785507978195895,0
57,2018-07-17,1971-10-29,Ile-de-France,2018-05-14,2186.529730768337,0.38310882748468267,10,0.0012198987878350588,837.6788414150564,99905.76940606027,0.009004339121444271,100813.52860565501,971.8919589748374,Female,nan,Caisse d'Epargne,46,Bac+2,Personnes diverses sans activité professionnelle de moins de 60 ans,1,Married,0677660021,-9.397741287218153,0
58,2016-03-14,1965-07-05,Hauts-de-France,2016-01-04,1208.4817898178983,0.2581190339687769,30,0.001104908889893677,311.93215215665435,110449.82278259963,0.026895846711431526,113502.57052067721,331.310006421625,Male,nan,Société Générale,50,"CAP, BEP ou équivalent",Anciens ouvriers,4,Not Married,0664407321,-13.246812905184115,0
59,2017-11-04,1962-06-26,Corse,2017-11-01,1862.2645276452765,0.35323696855834374,10,0.0020063600589029203,0.0,78145.38839234364,0.1177024910865676,88570.33778615254,1038.8996661957751,Male,nan,BNP Paribas,55,Aucun diplôme (ou CEP),?,0,Not Married,0637846366,13.840703164462028,0
60,2012-09-20,1991-02-11,Hauts-de-France,2012-04-22,1759.9753597535973,0.2828047094224377,25,0.0016630213091526128,0.0,146247.44084282403,0.11805319182711416,165823.42550318013,1248.9719918227056,Male,nan,BNPP,21,Superieur à Bac+2,"Anciens cadres, professions intellectuelles supérieures",5,Married,0605708365,25.288550596174233,0
61,2012-01-21,1987-05-05,Provence-Alpes-Cote Azure,2011-10-16,1358.0621015442102,0.3117508919263776,15,0.0031715193403187474,0.0,74413.96779541989,0.19167226277412386,92059.15418763604,1241.1320248647835,Female,nan,BNP Paribas,24,"Baccalauréat, brevet professionnel ou équivalent",Commerçants et assimilés,2,Married,0688836858,32.83904357497697,0
62,2014-05-27,1972-08-11,Ile-de-France,2014-03-25,4676.228653670516,0.21569838555430915,10,0.002610795987038718,1008.6549710795309,119459.39653079909,0.0,116780.90880801476,3891.7563266659536,Male,nan,Société Générale,41,"CAP, BEP ou équivalent",Ouvriers qualifiés de type artisanal,4,Not Married,0628142580,54.86406915880477,1
63,2013-12-07,1975-01-28,Occitanie,2013-11-10,1381.3851538515385,0.3949146296657975,30,0.0024836004695209715,545.529206459111,189233.69293202247,0.17054171622050407,228141.302139709,896.040292742128,Male,nan,HSBC,38,"CAP, BEP ou équivalent",Anciennes professions intermédiaires,4,Not Married,0630187417,40.535106027554576,1
64,2017-10-30,1967-09-10,Provence-Alpes-Cote Azure,2017-09-15,2656.4394884267253,0.15600055078186686,25,0.002197273988000634,0.0,120958.09559243798,0.03444213198419399,125272.75640247583,1087.951841601647,Male,nan,Société Générale,50,Aucun diplôme (ou CEP),Chauffeurs,0,Not Married,0616814470,-0.8603519009014562,0
65,2011-11-21,1987-02-03,Ile-de-France,2011-08-11,4149.120013348171,0.17907124460166746,20,0.0027261842705078704,742.9880847919441,173523.86882539597,0.13653001385290098,200961.08910476338,4102.953777873616,Female,Yes,Société Générale,24,Superieur à Bac+2,Professions intermédiaires administratives et commerciales des entreprises,5,Not Married,0620281377,85.73296743566986,1
66,2012-05-24,1985-03-30,Occitanie,2012-03-12,2368.4036890368902,0.22860646319661582,25,0.0017501763408804437,541.432390772541,158916.1375072147,0.11952300302332242,180488.68744202313,2008.7578835216796,Female,nan,Crédit Agricole,27,Bac+2,Personnels des services directs aux particuliers,1,Married,0615137218,25.39000601062346,0
67,2011-07-26,1971-10-08,Occitanie,2011-07-17,1000.0,0.19803628803014034,10,0.0030585975256734866,198.03628803014033,23401.666845991906,0.044065871656042255,24480.417794615736,814.1757772069486,Female,No,BNP Paribas,39,Superieur à Bac+2,"Professeurs des écoles, instituteurs et assimilés",5,Not Married,0680481102,49.67786306505761,1
68,2016-07-09,1969-05-05,Grand Est,2016-06-02,1861.4862148621485,0.21472204444334098,15,0.0025606338100629174,0.0,70574.80591692113,0.13648324565380132,81729.51545144715,1051.5752645370571,Male,nan,Societe Generale,47,Aucun diplôme (ou CEP),Artisans,0,Married,0616038557,-9.857089273609006,0
69,2012-03-11,1976-08-21,Auvergne-Rhone-Alpes,2012-02-26,1437.5091533488674,0.17404981636494038,15,0.0013007811585346392,250.19820416329128,44596.76517127377,0.1438217804336488,52088.17995143785,1169.0468714058056,Male,nan,Caisse d'Epargne,35,Aucun diplôme (ou CEP),Ouvriers non qualifiés de type artisanal,0,Married,0605430285,12.780092783490076,0
70,2016-07-23,1963-08-20,Nouvelle-Aquitaine,2016-03-22,1127.8910389103892,0.24968704003846184,20,0.0008577414961766245,281.6197749914407,67009.93583089102,0.19269214317356775,83004.19135558823,385.1064546614112,Male,nan,BNP Paribas,52,Aucun diplôme (ou CEP),Élèves ou étudiants,0,Not Married,0616631662,-8.877537322291381,0
71,2012-02-01,1989-08-04,Bretagne,2011-07-28,1293.7895878958789,0.23059090425462644,15,0.002162059600710571,298.3361109881312,52834.3771780549,0.0,49993.16959599907,660.2619280618799,Male,nan,Société Générale,22,"CAP, BEP ou équivalent",Chauffeurs,4,Married,0673821236,12.141078496659603,0
72,2017-04-16,1981-10-24,Provence-Alpes-Cote Azure,2017-03-21,5156.043242745624,0.20009094317857362,22,0.0025352062755433285,1031.6775555104832,264879.47551582946,0.0,240799.52319620858,2777.77653852153,Female,Yes,HSBC,35,"Baccalauréat, brevet professionnel ou équivalent",Anciennes professions intermédiaires,2,Not Married,0663147117,31.678753649634388,0
73,2017-02-20,1971-08-09,Ile-de-France,2016-11-09,6101.925421262149,0.3158188407740748,20,0.001817215508440655,1927.10301303287,454167.15186157566,0.09898559012958508,504062.029293066,3151.517204126748,Female,Yes,hsbc,45,"CAP, BEP ou équivalent",Commerçants et assimilés,4,Not Married,0666410361,24.172119291011157,0
74,2014-01-18,1964-12-08,Ile-de-France,2013-12-12,1052.07749800429,0.143606622213986,10,0.002432587070217443,151.0852957957377,17909.702642464978,0.09288038180166769,19743.485074257547,952.2142963600004,Female,nan,hsbc,49,Bac+2,Personnels des services directs aux particuliers,1,Married,0601576580,1.9500955705794993,0
75,2015-09-22,1969-05-02,Hauts-de-France,2015-05-02,2257.2936429364295,0.11981074298782605,10,0.0014814601155866956,270.44802850191013,32212.57770451709,0.057761636440762265,34187.29161359594,1205.0767554312627,Female,nan,hsbc,46,Bac+2,Ingénieurs et cadres techniques d'entreprise,1,Not Married,0625772420,13.958046745179956,0
76,2010-01-11,1964-01-25,Ile-de-France,2009-10-30,7314.660003193596,0.39540038593857163,15,0.004427270375201122,2892.2193882721813,503599.7720975945,0.14048173746771342,585909.3332280156,5208.972666001652,Male,nan,BNP Paribas,45,"CAP, BEP ou équivalent",Ouvriers qualifiés de type industriel,4,Married,0601112202,12.117876464025322,0
77,2012-02-08,1970-09-24,Ile-de-France,2012-02-06,8949.703777519828,0.25377984806099196,30,0.002510374444658856,2271.254464849868,787541.7091826323,0.18830929053020573,970248.5195340767,5540.429472534522,Female,nan,Societe Generale,41,Brevet des collèges,"Anciens cadres, professions intellectuelles supérieures",3,Not Married,0645584387,40.3261040210449,1
78,2014-12-23,1978-09-28,Ile-de-France,2014-12-18,4965.71221452659,0.35356508338768655,21,0.0017752127389678634,1755.7024532083476,434260.1168559643,0.0,406044.4850363554,1455.8562408997884,Female,nan,Caisse d'Epargne,36,"Baccalauréat, brevet professionnel ou équivalent",Anciens employés,2,Married,0632554806,-4.183208373129382,0
79,2015-06-07,1974-04-02,Ile-de-France,2015-03-10,5253.2496745552335,0.1416460264227711,25,0.0013137713606760058,744.1019422074643,219592.6417564081,0.04423467116347457,229755.81466605735,3120.691725182366,Male,nan,BNP Paribas,41,"CAP, BEP ou équivalent",Employés civils et agents de service de la fonction publique,4,Not Married,0610172610,29.584426765465082,0
80,2016-03-16,1963-02-13,Auvergne-Rhone-Alpes,2016-01-08,2037.2695709301781,0.2634307990490247,25,0.0019909596045543285,536.6795509484006,157049.9172131791,0.0024828506694855035,157440.8192566749,706.68540391883,Male,nan,Société Générale,53,"CAP, BEP ou équivalent",Anciens employés,4,Married,0618433551,-25.065582128878283,0
